Calendar_Year,Month,Policing_District,Incident_Count
2017,Apr,No Policing District Assigned,0
2017,May,Northern Ireland,5941
2017,May,Belfast City,1791
2017,May,Lisburn & Castlereagh City,320
2017,May,Ards & North Down,546
2017,May,Newry Mourne & Down,512
2017,May,Armagh City Banbridge & Craigavon,551
2017,May,Mid Ulster,290
2017,May,Fermanagh & Omagh,254
2017,May,Derry City & Strabane,469
2017,May,Causeway Coast & Glens,413
2017,May,Mid & East Antrim,356
2017,May,Antrim & Newtownabbey,439
2017,May,No Policing District Assigned,0
2017,Jun,Northern Ireland,5577
2017,Jun,Belfast City,1710
2017,Jun,Lisburn & Castlereagh City,278
2017,Jun,Ards & North Down,434
2017,Jun,Newry Mourne & Down,500
2017,Jun,Armagh City Banbridge & Craigavon,588
2017,Jun,Mid Ulster,283
2017,Jun,Fermanagh & Omagh,239
2017,Jun,Derry City & Strabane,439
2017,Jun,Causeway Coast & Glens,378
2017,Jun,Mid & East Antrim,356
2017,Jun,Antrim & Newtownabbey,372
2017,Jun,No Policing District Assigned,0
2017,Jul,Northern Ireland,6012
2017,Jul,Belfast City,1794
2017,Jul,Lisburn & Castlereagh City,297
2017,Jul,Ards & North Down,470
2017,Jul,Newry Mourne & Down,551
2017,Jul,Armagh City Banbridge & Craigavon,657
2017,Jul,Mid Ulster,276
2017,Jul,Fermanagh & Omagh,255
2017,Jul,Derry City & Strabane,473
2017,Jul,Causeway Coast & Glens,477
2017,Jul,Mid & East Antrim,356
2017,Jul,Antrim & Newtownabbey,406
2017,Jul,No Policing District Assigned,0
2017,Aug,Northern Ireland,5681
2017,Aug,Belfast City,1804
2017,Aug,Lisburn & Castlereagh City,310
2017,Aug,Ards & North Down,466
2017,Aug,Newry Mourne & Down,449
2017,Aug,Armagh City Banbridge & Craigavon,545
2017,Aug,Mid Ulster,273
2017,Aug,Fermanagh & Omagh,246
2017,Aug,Derry City & Strabane,447
2017,Aug,Causeway Coast & Glens,353
2017,Aug,Mid & East Antrim,385
2017,Aug,Antrim & Newtownabbey,403
2017,Aug,No Policing District Assigned,0
2017,Sep,Northern Ireland,5329
2017,Sep,Belfast City,1759
2017,Sep,Lisburn & Castlereagh City,262
2017,Sep,Ards & North Down,361
2017,Sep,Newry Mourne & Down,399
2017,Sep,Armagh City Banbridge & Craigavon,589
2017,Sep,Mid Ulster,292
2017,Sep,Fermanagh & Omagh,206
2017,Sep,Derry City & Strabane,452
2017,Sep,Causeway Coast & Glens,356
2017,Sep,Mid & East Antrim,328
2017,Sep,Antrim & Newtownabbey,325
2017,Sep,No Policing District Assigned,0
2017,Oct,Northern Ireland,5832
2017,Oct,Belfast City,1689
2017,Oct,Lisburn & Castlereagh City,291
2017,Oct,Ards & North Down,411
2017,Oct,Newry Mourne & Down,520
2017,Oct,Armagh City Banbridge & Craigavon,646
2017,Oct,Mid Ulster,436
2017,Oct,Fermanagh & Omagh,260
2017,Oct,Derry City & Strabane,402
2017,Oct,Causeway Coast & Glens,376
2017,Oct,Mid & East Antrim,418
2017,Oct,Antrim & Newtownabbey,383
2017,Oct,No Policing District Assigned,0
2017,Nov,Northern Ireland,4167
2017,Nov,Belfast City,1287
2017,Nov,Lisburn & Castlereagh City,209
2017,Nov,Ards & North Down,303
2017,Nov,Newry Mourne & Down,338
2017,Nov,Armagh City Banbridge & Craigavon,416
2017,Nov,Mid Ulster,220
2017,Nov,Fermanagh & Omagh,211
2017,Nov,Derry City & Strabane,356
2017,Nov,Causeway Coast & Glens,254
2017,Nov,Mid & East Antrim,256
2017,Nov,Antrim & Newtownabbey,317
2017,Nov,No Policing District Assigned,0
2017,Dec,Northern Ireland,4580
2017,Dec,Belfast City,1396
2017,Dec,Lisburn & Castlereagh City,231
2017,Dec,Ards & North Down,335
2017,Dec,Newry Mourne & Down,383
2017,Dec,Armagh City Banbridge & Craigavon,486
2017,Dec,Mid Ulster,244
2017,Dec,Fermanagh & Omagh,219
2017,Dec,Derry City & Strabane,390
2017,Dec,Causeway Coast & Glens,241
2017,Dec,Mid & East Antrim,319
2017,Dec,Antrim & Newtownabbey,336
2017,Dec,No Policing District Assigned,0
2018,Jan,Northern Ireland,4127
2018,Jan,Belfast City,1312
2018,Jan,Lisburn & Castlereagh City,203
2018,Jan,Ards & North Down,331
2018,Jan,Newry Mourne & Down,334
2018,Jan,Armagh City Banbridge & Craigavon,399
2018,Jan,Mid Ulster,192
2018,Jan,Fermanagh & Omagh,200
2018,Jan,Derry City & Strabane,376
2018,Jan,Causeway Coast & Glens,216
2018,Jan,Mid & East Antrim,277
2018,Jan,Antrim & Newtownabbey,287
2018,Jan,No Policing District Assigned,0
2018,Feb,Northern Ireland,3909
2018,Feb,Belfast City,1223
2018,Feb,Lisburn & Castlereagh City,234
2018,Feb,Ards & North Down,359
2018,Feb,Newry Mourne & Down,318
2018,Feb,Armagh City Banbridge & Craigavon,388
2018,Feb,Mid Ulster,157
2018,Feb,Fermanagh & Omagh,189
2018,Feb,Derry City & Strabane,376
2018,Feb,Causeway Coast & Glens,190
2018,Feb,Mid & East Antrim,223
2018,Feb,Antrim & Newtownabbey,252
2018,Feb,No Policing District Assigned,0
2018,Mar,Northern Ireland,4619
2018,Mar,Belfast City,1453
2018,Mar,Lisburn & Castlereagh City,250
2018,Mar,Ards & North Down,362
2018,Mar,Newry Mourne & Down,369
2018,Mar,Armagh City Banbridge & Craigavon,544
2018,Mar,Mid Ulster,218
2018,Mar,Fermanagh & Omagh,227
2018,Mar,Derry City & Strabane,388
2018,Mar,Causeway Coast & Glens,311
2018,Mar,Mid & East Antrim,249
2018,Mar,Antrim & Newtownabbey,248
2018,Mar,No Policing District Assigned,0
2018,Apr,Northern Ireland,4631
2018,Apr,Belfast City,1434
2018,Apr,Lisburn & Castlereagh City,283
2018,Apr,Ards & North Down,343
2018,Apr,Newry Mourne & Down,393
2018,Apr,Armagh City Banbridge & Craigavon,483
2018,Apr,Mid Ulster,226
2018,Apr,Fermanagh & Omagh,221
2018,Apr,Derry City & Strabane,391
2018,Apr,Causeway Coast & Glens,273
2018,Apr,Mid & East Antrim,310
2018,Apr,Antrim & Newtownabbey,274
2018,Apr,No Policing District Assigned,0
2018,May,Northern Ireland,5420
2018,May,Belfast City,1664
2018,May,Lisburn & Castlereagh City,366
2018,May,Ards & North Down,416
2018,May,Newry Mourne & Down,435
2018,May,Armagh City Banbridge & Craigavon,537
2018,May,Mid Ulster,268
2018,May,Fermanagh & Omagh,235
2018,May,Derry City & Strabane,424
2018,May,Causeway Coast & Glens,358
2018,May,Mid & East Antrim,377
2018,May,Antrim & Newtownabbey,340
2018,May,No Policing District Assigned,0
2018,Jun,Northern Ireland,5616
2018,Jun,Belfast City,1774
2018,Jun,Lisburn & Castlereagh City,315
2018,Jun,Ards & North Down,433
2018,Jun,Newry Mourne & Down,452
2018,Jun,Armagh City Banbridge & Craigavon,672
2018,Jun,Mid Ulster,274
2018,Jun,Fermanagh & Omagh,276
2018,Jun,Derry City & Strabane,441
2018,Jun,Causeway Coast & Glens,319
2018,Jun,Mid & East Antrim,329
2018,Jun,Antrim & Newtownabbey,331
2018,Jun,No Policing District Assigned,0
2018,Jul,Northern Ireland,5805
2018,Jul,Belfast City,1725
2018,Jul,Lisburn & Castlereagh City,304
2018,Jul,Ards & North Down,446
2018,Jul,Newry Mourne & Down,556
2018,Jul,Armagh City Banbridge & Craigavon,649
2018,Jul,Mid Ulster,289
2018,Jul,Fermanagh & Omagh,292
2018,Jul,Derry City & Strabane,470
2018,Jul,Causeway Coast & Glens,376
2018,Jul,Mid & East Antrim,357
2018,Jul,Antrim & Newtownabbey,341
2018,Jul,No Policing District Assigned,0
2018,Aug,Northern Ireland,4716
2018,Aug,Belfast City,1401
2018,Aug,Lisburn & Castlereagh City,246
2018,Aug,Ards & North Down,334
2018,Aug,Newry Mourne & Down,414
2018,Aug,Armagh City Banbridge & Craigavon,499
2018,Aug,Mid Ulster,248
2018,Aug,Fermanagh & Omagh,247
2018,Aug,Derry City & Strabane,401
2018,Aug,Causeway Coast & Glens,341
2018,Aug,Mid & East Antrim,329
2018,Aug,Antrim & Newtownabbey,256
2018,Aug,No Policing District Assigned,0
2018,Sep,Northern Ireland,4464
2018,Sep,Belfast City,1351
2018,Sep,Lisburn & Castlereagh City,220
2018,Sep,Ards & North Down,324
2018,Sep,Newry Mourne & Down,405
2018,Sep,Armagh City Banbridge & Craigavon,497
2018,Sep,Mid Ulster,215
2018,Sep,Fermanagh & Omagh,223
2018,Sep,Derry City & Strabane,379
2018,Sep,Causeway Coast & Glens,246
2018,Sep,Mid & East Antrim,328
2018,Sep,Antrim & Newtownabbey,276
2018,Sep,No Policing District Assigned,0
2018,Oct,Northern Ireland,5172
2018,Oct,Belfast City,1371
2018,Oct,Lisburn & Castlereagh City,253
2018,Oct,Ards & North Down,396
2018,Oct,Newry Mourne & Down,546
2018,Oct,Armagh City Banbridge & Craigavon,536
2018,Oct,Mid Ulster,323
2018,Oct,Fermanagh & Omagh,345
2018,Oct,Derry City & Strabane,400
2018,Oct,Causeway Coast & Glens,318
2018,Oct,Mid & East Antrim,371
2018,Oct,Antrim & Newtownabbey,313
2018,Oct,No Policing District Assigned,0
2018,Nov,Northern Ireland,3896
2018,Nov,Belfast City,1150
2018,Nov,Lisburn & Castlereagh City,196
2018,Nov,Ards & North Down,283
2018,Nov,Newry Mourne & Down,320
2018,Nov,Armagh City Banbridge & Craigavon,406
2018,Nov,Mid Ulster,244
2018,Nov,Fermanagh & Omagh,235
2018,Nov,Derry City & Strabane,360
2018,Nov,Causeway Coast & Glens,222
2018,Nov,Mid & East Antrim,254
2018,Nov,Antrim & Newtownabbey,226
2018,Nov,No Policing District Assigned,0
2018,Dec,Northern Ireland,4154
2018,Dec,Belfast City,1274
2018,Dec,Lisburn & Castlereagh City,221
2018,Dec,Ards & North Down,295
2018,Dec,Newry Mourne & Down,378
2018,Dec,Armagh City Banbridge & Craigavon,450
2018,Dec,Mid Ulster,220
2018,Dec,Fermanagh & Omagh,243
2018,Dec,Derry City & Strabane,341
2018,Dec,Causeway Coast & Glens,254
2018,Dec,Mid & East Antrim,270
2018,Dec,Antrim & Newtownabbey,208
2018,Dec,No Policing District Assigned,0
2019,Jan,Northern Ireland,4102
2019,Jan,Belfast City,1202
2019,Jan,Lisburn & Castlereagh City,214
2019,Jan,Ards & North Down,289
2019,Jan,Newry Mourne & Down,352
2019,Jan,Armagh City Banbridge & Craigavon,450
2019,Jan,Mid Ulster,214
2019,Jan,Fermanagh & Omagh,250
2019,Jan,Derry City & Strabane,368
2019,Jan,Causeway Coast & Glens,222
2019,Jan,Mid & East Antrim,279
2019,Jan,Antrim & Newtownabbey,262
2019,Jan,No Policing District Assigned,0
2019,Feb,Northern Ireland,4209
2019,Feb,Belfast City,1368
2019,Feb,Lisburn & Castlereagh City,266
2019,Feb,Ards & North Down,269
2019,Feb,Newry Mourne & Down,330
2019,Feb,Armagh City Banbridge & Craigavon,447
2019,Feb,Mid Ulster,245
2019,Feb,Fermanagh & Omagh,202
2019,Feb,Derry City & Strabane,300
2019,Feb,Causeway Coast & Glens,265
2019,Feb,Mid & East Antrim,268
2019,Feb,Antrim & Newtownabbey,249
2019,Feb,No Policing District Assigned,0
2019,Mar,Northern Ireland,4318
2019,Mar,Belfast City,1381
2019,Mar,Lisburn & Castlereagh City,287
2019,Mar,Ards & North Down,329
2019,Mar,Newry Mourne & Down,317
2019,Mar,Armagh City Banbridge & Craigavon,483
2019,Mar,Mid Ulster,190
2019,Mar,Fermanagh & Omagh,219
2019,Mar,Derry City & Strabane,341
2019,Mar,Causeway Coast & Glens,246
2019,Mar,Mid & East Antrim,273
2019,Mar,Antrim & Newtownabbey,252
2019,Mar,No Policing District Assigned,0
2019,Apr,Northern Ireland,4881
2019,Apr,Belfast City,1464
2019,Apr,Lisburn & Castlereagh City,301
2019,Apr,Ards & North Down,396
2019,Apr,Newry Mourne & Down,405
2019,Apr,Armagh City Banbridge & Craigavon,541
2019,Apr,Mid Ulster,214
2019,Apr,Fermanagh & Omagh,227
2019,Apr,Derry City & Strabane,438
2019,Apr,Causeway Coast & Glens,341
2019,Apr,Mid & East Antrim,286
2019,Apr,Antrim & Newtownabbey,268
2019,Apr,No Policing District Assigned,0
2019,May,Northern Ireland,4864
2019,May,Belfast City,1495
2019,May,Lisburn & Castlereagh City,282
2019,May,Ards & North Down,304
2019,May,Newry Mourne & Down,418
2019,May,Armagh City Banbridge & Craigavon,517
2019,May,Mid Ulster,229
2019,May,Fermanagh & Omagh,239
2019,May,Derry City & Strabane,413
2019,May,Causeway Coast & Glens,328
2019,May,Mid & East Antrim,312
2019,May,Antrim & Newtownabbey,327
2019,May,No Policing District Assigned,0
2019,Jun,Northern Ireland,5007
2019,Jun,Belfast City,1481
2019,Jun,Lisburn & Castlereagh City,254
2019,Jun,Ards & North Down,372
2019,Jun,Newry Mourne & Down,425
2019,Jun,Armagh City Banbridge & Craigavon,541
2019,Jun,Mid Ulster,256
2019,Jun,Fermanagh & Omagh,268
2019,Jun,Derry City & Strabane,453
2019,Jun,Causeway Coast & Glens,324
2019,Jun,Mid & East Antrim,329
2019,Jun,Antrim & Newtownabbey,304
2019,Jun,No Policing District Assigned,0
2019,Jul,Northern Ireland,5570
2019,Jul,Belfast City,1609
2019,Jul,Lisburn & Castlereagh City,306
2019,Jul,Ards & North Down,379
2019,Jul,Newry Mourne & Down,517
2019,Jul,Armagh City Banbridge & Craigavon,586
2019,Jul,Mid Ulster,272
2019,Jul,Fermanagh & Omagh,278
2019,Jul,Derry City & Strabane,486
2019,Jul,Causeway Coast & Glens,394
2019,Jul,Mid & East Antrim,403
2019,Jul,Antrim & Newtownabbey,340
2019,Jul,No Policing District Assigned,0
2019,Aug,Northern Ireland,5459
2019,Aug,Belfast City,1717
2019,Aug,Lisburn & Castlereagh City,307
2019,Aug,Ards & North Down,369
2019,Aug,Newry Mourne & Down,445
2019,Aug,Armagh City Banbridge & Craigavon,595
2019,Aug,Mid Ulster,247
2019,Aug,Fermanagh & Omagh,273
2019,Aug,Derry City & Strabane,472
2019,Aug,Causeway Coast & Glens,364
2019,Aug,Mid & East Antrim,342
2019,Aug,Antrim & Newtownabbey,328
2019,Aug,No Policing District Assigned,0
2019,Sep,Northern Ireland,4884
2019,Sep,Belfast City,1598
2019,Sep,Lisburn & Castlereagh City,270
2019,Sep,Ards & North Down,351
2019,Sep,Newry Mourne & Down,425
2019,Sep,Armagh City Banbridge & Craigavon,515
2019,Sep,Mid Ulster,201
2019,Sep,Fermanagh & Omagh,219
2019,Sep,Derry City & Strabane,376
2019,Sep,Causeway Coast & Glens,345
2019,Sep,Mid & East Antrim,307
2019,Sep,Antrim & Newtownabbey,277
2019,Sep,No Policing District Assigned,0
2019,Oct,Northern Ireland,5076
2019,Oct,Belfast City,1441
2019,Oct,Lisburn & Castlereagh City,255
2019,Oct,Ards & North Down,380
2019,Oct,Newry Mourne & Down,516
2019,Oct,Armagh City Banbridge & Craigavon,468
2019,Oct,Mid Ulster,335
2019,Oct,Fermanagh & Omagh,275
2019,Oct,Derry City & Strabane,380
2019,Oct,Causeway Coast & Glens,280
2019,Oct,Mid & East Antrim,366
2019,Oct,Antrim & Newtownabbey,380
2019,Oct,No Policing District Assigned,0
2019,Nov,Northern Ireland,3759
2019,Nov,Belfast City,1193
2019,Nov,Lisburn & Castlereagh City,214
2019,Nov,Ards & North Down,261
2019,Nov,Newry Mourne & Down,333
2019,Nov,Armagh City Banbridge & Craigavon,379
2019,Nov,Mid Ulster,194
2019,Nov,Fermanagh & Omagh,167
2019,Nov,Derry City & Strabane,328
2019,Nov,Causeway Coast & Glens,218
2019,Nov,Mid & East Antrim,246
2019,Nov,Antrim & Newtownabbey,226
2019,Nov,No Policing District Assigned,0
2019,Dec,Northern Ireland,3601
2019,Dec,Belfast City,1034
2019,Dec,Lisburn & Castlereagh City,211
2019,Dec,Ards & North Down,274
2019,Dec,Newry Mourne & Down,330
2019,Dec,Armagh City Banbridge & Craigavon,422
2019,Dec,Mid Ulster,182
2019,Dec,Fermanagh & Omagh,197
2019,Dec,Derry City & Strabane,295
2019,Dec,Causeway Coast & Glens,201
2019,Dec,Mid & East Antrim,246
2019,Dec,Antrim & Newtownabbey,209
2019,Dec,No Policing District Assigned,0
2020,Jan,Northern Ireland,3888
2020,Jan,Belfast City,1168
2020,Jan,Lisburn & Castlereagh City,225
2020,Jan,Ards & North Down,293
2020,Jan,Newry Mourne & Down,336
2020,Jan,Armagh City Banbridge & Craigavon,415
2020,Jan,Mid Ulster,179
2020,Jan,Fermanagh & Omagh,196
2020,Jan,Derry City & Strabane,367
2020,Jan,Causeway Coast & Glens,213
2020,Jan,Mid & East Antrim,258
2020,Jan,Antrim & Newtownabbey,238
2020,Jan,No Policing District Assigned,0
2020,Feb,Northern Ireland,3698
2020,Feb,Belfast City,1138
2020,Feb,Lisburn & Castlereagh City,254
2020,Feb,Ards & North Down,274
2020,Feb,Newry Mourne & Down,299
2020,Feb,Armagh City Banbridge & Craigavon,330
2020,Feb,Mid Ulster,222
2020,Feb,Fermanagh & Omagh,214
2020,Feb,Derry City & Strabane,309
2020,Feb,Causeway Coast & Glens,176
2020,Feb,Mid & East Antrim,226
2020,Feb,Antrim & Newtownabbey,256
2020,Feb,No Policing District Assigned,0
2020,Mar,Northern Ireland,4344
2020,Mar,Belfast City,1316
2020,Mar,Lisburn & Castlereagh City,273
2020,Mar,Ards & North Down,331
2020,Mar,Newry Mourne & Down,385
2020,Mar,Armagh City Banbridge & Craigavon,421
2020,Mar,Mid Ulster,223
2020,Mar,Fermanagh & Omagh,212
2020,Mar,Derry City & Strabane,388
2020,Mar,Causeway Coast & Glens,230
2020,Mar,Mid & East Antrim,279
2020,Mar,Antrim & Newtownabbey,286
2020,Mar,No Policing District Assigned,0
2020,Apr,Northern Ireland,7825
2020,Apr,Belfast City,1948
2020,Apr,Lisburn & Castlereagh City,497
2020,Apr,Ards & North Down,699
2020,Apr,Newry Mourne & Down,614
2020,Apr,Armagh City Banbridge & Craigavon,863
2020,Apr,Mid Ulster,463
2020,Apr,Fermanagh & Omagh,401
2020,Apr,Derry City & Strabane,695
2020,Apr,Causeway Coast & Glens,484
2020,Apr,Mid & East Antrim,580
2020,Apr,Antrim & Newtownabbey,581
2020,Apr,No Policing District Assigned,0
2020,May,Northern Ireland,8116
2020,May,Belfast City,2165
2020,May,Lisburn & Castlereagh City,469
2020,May,Ards & North Down,771
2020,May,Newry Mourne & Down,699
2020,May,Armagh City Banbridge & Craigavon,833
2020,May,Mid Ulster,408
2020,May,Fermanagh & Omagh,354
2020,May,Derry City & Strabane,679
2020,May,Causeway Coast & Glens,551
2020,May,Mid & East Antrim,552
2020,May,Antrim & Newtownabbey,635
2020,May,No Policing District Assigned,0
2020,Jun,Northern Ireland,6816
2020,Jun,Belfast City,2077
2020,Jun,Lisburn & Castlereagh City,390
2020,Jun,Ards & North Down,597
2020,Jun,Newry Mourne & Down,532
2020,Jun,Armagh City Banbridge & Craigavon,701
2020,Jun,Mid Ulster,315
2020,Jun,Fermanagh & Omagh,285
2020,Jun,Derry City & Strabane,612
2020,Jun,Causeway Coast & Glens,416
2020,Jun,Mid & East Antrim,437
2020,Jun,Antrim & Newtownabbey,454
2020,Jun,No Policing District Assigned,0
2020,Jul,Northern Ireland,6950
2020,Jul,Belfast City,2111
2020,Jul,Lisburn & Castlereagh City,413
2020,Jul,Ards & North Down,543
2020,Jul,Newry Mourne & Down,605
2020,Jul,Armagh City Banbridge & Craigavon,677
2020,Jul,Mid Ulster,345
2020,Jul,Fermanagh & Omagh,323
2020,Jul,Derry City & Strabane,641
2020,Jul,Causeway Coast & Glens,454
2020,Jul,Mid & East Antrim,401
2020,Jul,Antrim & Newtownabbey,437
2020,Jul,No Policing District Assigned,0
2020,Aug,Northern Ireland,6801
2020,Aug,Belfast City,2017
2020,Aug,Lisburn & Castlereagh City,376
2020,Aug,Ards & North Down,511
2020,Aug,Newry Mourne & Down,520
2020,Aug,Armagh City Banbridge & Craigavon,673
2020,Aug,Mid Ulster,355
2020,Aug,Fermanagh & Omagh,368
2020,Aug,Derry City & Strabane,609
2020,Aug,Causeway Coast & Glens,483
2020,Aug,Mid & East Antrim,439
2020,Aug,Antrim & Newtownabbey,450
2020,Aug,No Policing District Assigned,0
2020,Sep,Northern Ireland,6500
2020,Sep,Belfast City,1956
2020,Sep,Lisburn & Castlereagh City,385
2020,Sep,Ards & North Down,434
2020,Sep,Newry Mourne & Down,499
2020,Sep,Armagh City Banbridge & Craigavon,669
2020,Sep,Mid Ulster,355
2020,Sep,Fermanagh & Omagh,317
2020,Sep,Derry City & Strabane,544
2020,Sep,Causeway Coast & Glens,433
2020,Sep,Mid & East Antrim,444
2020,Sep,Antrim & Newtownabbey,464
2020,Sep,No Policing District Assigned,0
2020,Oct,Northern Ireland,6975
2020,Oct,Belfast City,1768
2020,Oct,Lisburn & Castlereagh City,389
2020,Oct,Ards & North Down,531
2020,Oct,Newry Mourne & Down,657
2020,Oct,Armagh City Banbridge & Craigavon,776
2020,Oct,Mid Ulster,406
2020,Oct,Fermanagh & Omagh,364
2020,Oct,Derry City & Strabane,577
2020,Oct,Causeway Coast & Glens,431
2020,Oct,Mid & East Antrim,542
2020,Oct,Antrim & Newtownabbey,534
2020,Oct,No Policing District Assigned,0
2020,Nov,Northern Ireland,4751
2020,Nov,Belfast City,1397
2020,Nov,Lisburn & Castlereagh City,298
2020,Nov,Ards & North Down,333
2020,Nov,Newry Mourne & Down,375
2020,Nov,Armagh City Banbridge & Craigavon,504
2020,Nov,Mid Ulster,236
2020,Nov,Fermanagh & Omagh,263
2020,Nov,Derry City & Strabane,362
2020,Nov,Causeway Coast & Glens,341
2020,Nov,Mid & East Antrim,336
2020,Nov,Antrim & Newtownabbey,306
2020,Nov,No Policing District Assigned,0
2020,Dec,Northern Ireland,4541
2020,Dec,Belfast City,1209
2020,Dec,Lisburn & Castlereagh City,317
2020,Dec,Ards & North Down,327
2020,Dec,Newry Mourne & Down,410
2020,Dec,Armagh City Banbridge & Craigavon,453
2020,Dec,Mid Ulster,240
2020,Dec,Fermanagh & Omagh,258
2020,Dec,Derry City & Strabane,399
2020,Dec,Causeway Coast & Glens,315
2020,Dec,Mid & East Antrim,338
2020,Dec,Antrim & Newtownabbey,275
2020,Dec,No Policing District Assigned,0
2021,Jan,Northern Ireland,5041
2021,Jan,Belfast City,1333
2021,Jan,Lisburn & Castlereagh City,306
2021,Jan,Ards & North Down,364
2021,Jan,Newry Mourne & Down,499
2021,Jan,Armagh City Banbridge & Craigavon,534
2021,Jan,Mid Ulster,282
2021,Jan,Fermanagh & Omagh,295
2021,Jan,Derry City & Strabane,450
2021,Jan,Causeway Coast & Glens,314
2021,Jan,Mid & East Antrim,346
2021,Jan,Antrim & Newtownabbey,318
2021,Jan,No Policing District Assigned,0
2021,Feb,Northern Ireland,5040
2021,Feb,Belfast City,1369
2021,Feb,Lisburn & Castlereagh City,315
2021,Feb,Ards & North Down,343
2021,Feb,Newry Mourne & Down,427
2021,Feb,Armagh City Banbridge & Craigavon,561
2021,Feb,Mid Ulster,255
2021,Feb,Fermanagh & Omagh,256
2021,Feb,Derry City & Strabane,402
2021,Feb,Causeway Coast & Glens,322
2021,Feb,Mid & East Antrim,418
2021,Feb,Antrim & Newtownabbey,372
2021,Feb,No Policing District Assigned,0
2021,Mar,Northern Ireland,6707
2021,Mar,Belfast City,1896
2021,Mar,Lisburn & Castlereagh City,448
2021,Mar,Ards & North Down,572
2021,Mar,Newry Mourne & Down,523
2021,Mar,Armagh City Banbridge & Craigavon,735
2021,Mar,Mid Ulster,291
2021,Mar,Fermanagh & Omagh,308
2021,Mar,Derry City & Strabane,552
2021,Mar,Causeway Coast & Glens,418
2021,Mar,Mid & East Antrim,475
2021,Mar,Antrim & Newtownabbey,489
2021,Mar,No Policing District Assigned,0
2021,Apr,Northern Ireland,6079
2021,Apr,Belfast City,1773
2021,Apr,Lisburn & Castlereagh City,406
2021,Apr,Ards & North Down,487
2021,Apr,Newry Mourne & Down,464
2021,Apr,Armagh City Banbridge & Craigavon,641
2021,Apr,Mid Ulster,286
2021,Apr,Fermanagh & Omagh,276
2021,Apr,Derry City & Strabane,446
2021,Apr,Causeway Coast & Glens,404
2021,Apr,Mid & East Antrim,428
2021,Apr,Antrim & Newtownabbey,468
2021,Apr,No Policing District Assigned,0
2021,May,Northern Ireland,5757
2021,May,Belfast City,1685
2021,May,Lisburn & Castlereagh City,312
2021,May,Ards & North Down,506
2021,May,Newry Mourne & Down,458
2021,May,Armagh City Banbridge & Craigavon,637
2021,May,Mid Ulster,327
2021,May,Fermanagh & Omagh,272
2021,May,Derry City & Strabane,409
2021,May,Causeway Coast & Glens,384
2021,May,Mid & East Antrim,352
2021,May,Antrim & Newtownabbey,415
2021,May,No Policing District Assigned,0
2021,Jun,Northern Ireland,5920
2021,Jun,Belfast City,1676
2021,Jun,Lisburn & Castlereagh City,346
2021,Jun,Ards & North Down,471
2021,Jun,Newry Mourne & Down,459
2021,Jun,Armagh City Banbridge & Craigavon,643
2021,Jun,Mid Ulster,322
2021,Jun,Fermanagh & Omagh,283
2021,Jun,Derry City & Strabane,442
2021,Jun,Causeway Coast & Glens,441
2021,Jun,Mid & East Antrim,445
2021,Jun,Antrim & Newtownabbey,392
2021,Jun,No Policing District Assigned,0
2021,Jul,Northern Ireland,6318
2021,Jul,Belfast City,1771
2021,Jul,Lisburn & Castlereagh City,393
2021,Jul,Ards & North Down,524
2021,Jul,Newry Mourne & Down,559
2021,Jul,Armagh City Banbridge & Craigavon,689
2021,Jul,Mid Ulster,321
2021,Jul,Fermanagh & Omagh,315
2021,Jul,Derry City & Strabane,481
2021,Jul,Causeway Coast & Glens,470
2021,Jul,Mid & East Antrim,439
2021,Jul,Antrim & Newtownabbey,356
2021,Jul,No Policing District Assigned,0
2021,Aug,Northern Ireland,5065
2021,Aug,Belfast City,1526
2021,Aug,Lisburn & Castlereagh City,231
2021,Aug,Ards & North Down,429
2021,Aug,Newry Mourne & Down,460
2021,Aug,Armagh City Banbridge & Craigavon,525
2021,Aug,Mid Ulster,266
2021,Aug,Fermanagh & Omagh,241
2021,Aug,Derry City & Strabane,417
2021,Aug,Causeway Coast & Glens,343
2021,Aug,Mid & East Antrim,341
2021,Aug,Antrim & Newtownabbey,286
2021,Aug,No Policing District Assigned,0
2021,Sep,Northern Ireland,4949
2021,Sep,Belfast City,1584
2021,Sep,Lisburn & Castlereagh City,251
2021,Sep,Ards & North Down,369
2021,Sep,Newry Mourne & Down,388
2021,Sep,Armagh City Banbridge & Craigavon,537
2021,Sep,Mid Ulster,240
2021,Sep,Fermanagh & Omagh,261
2021,Sep,Derry City & Strabane,368
2021,Sep,Causeway Coast & Glens,315
2021,Sep,Mid & East Antrim,347
2021,Sep,Antrim & Newtownabbey,289
2021,Sep,No Policing District Assigned,0
2021,Oct,Northern Ireland,5099
2021,Oct,Belfast City,1402
2021,Oct,Lisburn & Castlereagh City,285
2021,Oct,Ards & North Down,396
2021,Oct,Newry Mourne & Down,502
2021,Oct,Armagh City Banbridge & Craigavon,592
2021,Oct,Mid Ulster,251
2021,Oct,Fermanagh & Omagh,284
2021,Oct,Derry City & Strabane,379
2021,Oct,Causeway Coast & Glens,317
2021,Oct,Mid & East Antrim,374
2021,Oct,Antrim & Newtownabbey,317
2021,Oct,No Policing District Assigned,0
2021,Nov,Northern Ireland,3717
2021,Nov,Belfast City,1049
2021,Nov,Lisburn & Castlereagh City,247
2021,Nov,Ards & North Down,300
2021,Nov,Newry Mourne & Down,312
2021,Nov,Armagh City Banbridge & Craigavon,425
2021,Nov,Mid Ulster,207
